survey_type,region,site,latitude,longitude,date,transect,heading,depth_start,depth_end,segment,drift_algae,juvenile_laminariales,sub_bedrock,sub_boulder,sub_cobble,sub_sand,relief_0_10cm,relief_10cm_1m,relief_1m_2m,relief_gt_2m,upc_crustose_coralline,upc_encrusting_red,upc_articulated_coralline,upc_desmarestia_spp,upc_branch_flat_branching,upc_dodecaceria_spp,upc_laminariales_holdfast_live,upc_stephanocystis,upc_sponge,upc_corynactis_californica,upc_leaf_blade_unbranched,upc_macrocystis_holdfast_live,upc_solitary_tunicate,upc_bare_rock,upc_dictyoneurum_spp,upc_tubeworm_other_solitary,upc_cup_corals,upc_bryozoan,upc_barnacle,upc_bushy_cylindrical_branches,upc_dead_kelp_holdfast_any,upc_colonial_tunicate,upc_bare_sand,upc_lacy_filamentous_dense,upc_turf_red_2cm,upc_phragmatopoma,upc_sell_debris,upc_embedded_cucumber,upc_other_anemone,upc_thylacodes_squamigerus,upc_dictyotales,upc_scum,upc_egregia_menziesii,upc_diopatra_ornata,upc_hydroids,n_macro_plants,avg_macro_stipe_density,sd_macro_stipe,den_stephanocystis,den_nereocystis,den_laminaria_setchellii,den_pterygophora,den_mac_stump,den_costaria_costata,den_eisenia_arborea,den_lam_stump,den_purple_urchin,den_red_urchin,den_purple_conceiled,den_red_conceiled,sz_mean_purple,sz_mean_red,sz_sd_purple,sz_sd_red,n_dissected,mean_gonad_index,sd_gonad_index,mean_test_diameter_mm,mean_test_height_mm,mean_animal_24hr_mass_g,mean_gonad_mass_g,prop_female,prop_male,macro_present,margin_segment,dist_from_margin,prop_concealed,transect_id
Margin,Carmel,MAR_02,36.5612662,-121.946432,2024-07-10,2,60,10,7.8,45,NA,NA,1,0,0,0,0,0.4,0.4,0.2,0.6,0,0,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,73.80952380952381,0,0,0,4.230769230769231,NA,0.8320502943378435,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,50,-5,0,MAR_02_2024-07-10_T_2
Margin,Carmel,MAR_02,36.5612662,-121.946432,2024-07-10,2,60,10,7.8,50,NA,NA,1,0,0,0,0,0.2,0.6,0.2,0,0.2,0.4,0,0.2,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,0,0,0,61.53846153846153,0,7.692307692307692,0,3.764705882352941,4,0.9034248560828044,NA,1,1.7738025494982372,NA,46,22,36.87,0.654001,0,0,TRUE,50,0,0.125,MAR_02_2024-07-10_T_2
Margin,Carmel,MAR_02,36.5612662,-121.946432,2024-07-10,2,60,10,7.8,55,NA,NA,1,0,0,0,0,0.6,0.4,0,0.4,0,0,0.2,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,8,1,0,2,0,0,0,0,68,0,44,0,3.888888888888889,4,0.6009252125773316,NA,1,3.5754417821040803,NA,52,25,53.42,1.910001,0,0,TRUE,50,5,0.6470588235294118,MAR_02_2024-07-10_T_2
Margin,Carmel,MAR_02,36.5612662,-121.946432,2024-07-10,2,60,10,7.8,60,NA,NA,1,0,0,0,0,0.2,0.6,0.2,0.4,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1.5,0.7071067811865476,10,0,0,3,0,0,0,0,36.36363636363636,0,30.68181818181818,0,3.1333333333333337,NA,0.9154754164341268,NA,1,8.167170164917541,NA,41,24,26.68,2.179001,0,0,TRUE,50,10,0.84375,MAR_02_2024-07-10_T_2
Margin,Carmel,MAR_02,36.5612662,-121.946432,2024-07-10,2,60,10,7.8,65,NA,NA,1,0,0,0,0,0.6,0.4,0,0,0,0.4,0,0.2,0,0,0,0,0,0,0,0,0,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,27.8,13.367871932360812,4,0,1,4,0,0,0,0,94.44444444444444,0,83.33333333333333,0,3.1875,NA,0.9105858919765156,NA,1,3.8289395150546226,NA,45,24,37.53,1.437001,0,0,TRUE,50,15,0.8823529411764706,MAR_02_2024-07-10_T_2
Margin,Carmel,MAR_02,36.5612662,-121.946432,2024-07-10,2,60,10,7.8,70,NA,NA,1,0,0,0,0,0.4,0.6,0,0.2,0,0.2,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,25.6,13.903237033151669,0,0,0,0,0,0,NA,0,35.55555555555556,0,30,0,2.5714285714285716,NA,0.9759000729485332,NA,1,4.148191056910569,NA,54,28,54.12,2.245001,0,0,TRUE,50,20,0.84375,MAR_02_2024-07-10_T_2
Margin,Carmel,MAR_02,36.5612662,-121.946432,2024-07-10,2,60,10,7.8,75,1,NA,1,0,0,0,0,0.8,0.2,0,0,0.2,0.4,0,0,0,0,0,0,0,0,0.2,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,37,6.557438524302,0,0,3,0,0,0,0,0,27,1,25,1,3.6666666666666665,NA,0.6513389472789296,NA,1,9.902327382957225,NA,42,21,29.69,2.940001,0,0,TRUE,50,25,0.9259259259259259,MAR_02_2024-07-10_T_2
Margin,Carmel,MAR_02,36.5612662,-121.946432,2024-07-10,2,60,10,7.8,80,NA,NA,1,0,0,0,0,0.6,0.4,0,0.6,0,0.2,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,20,0,20,0,3.2,NA,0.6324555320336759,NA,1,5.696560524467338,NA,48,24.5,42.71,2.433001,0,0,TRUE,50,30,1,MAR_02_2024-07-10_T_2
Margin,Carmel,MAR_02,36.5612662,-121.946432,2024-07-10,3,60,9.5,5,5,NA,NA,1,0,0,0,0,0.4,0.4,0.2,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,66.66666666666666,6,0,0,3.466666666666667,5.25,1.1254628677422756,1.0552897060221726,1,0.26879887218045107,NA,51,27,53.2,0.143001,0,0,FALSE,40,-35,0,MAR_02_2024-07-10_T_3
Margin,Carmel,MAR_02,36.5612662,-121.946432,2024-07-10,3,60,9.5,5,10,NA,NA,1,0,0,0,0,0.6,0.2,0.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,60,5,0,0,3.8,5.75,1.0141851056742202,1.2583057392117916,1,0.2908386277001271,NA,57,30,70.83,0.206001,NA,NA,FALSE,40,-30,0,MAR_02_2024-07-10_T_3
Margin,Carmel,MAR_02,36.5612662,-121.946432,2024-07-10,3,60,9.5,5,15,NA,NA,1,0,0,0,0,0.6,0.4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,102.94117647058825,13,0,0,3.4,5.5,0.9856107606091624,1.0690449676496976,1,2.8474247579167757,NA,45,23,38.21,1.088001,0,0,FALSE,40,-25,0,MAR_02_2024-07-10_T_3
Margin,Carmel,MAR_02,36.5612662,-121.946432,2024-07-10,3,60,9.5,5,20,NA,NA,0.4,0.6,0,0,0,0.6,0.4,0,0.6,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,154.54545454545453,8,0,1,3.8666666666666663,5.75,0.833809387832792,1.3887301496588271,1,2.0706348538995165,NA,51.5,25,47.57,0.985001,0,0,FALSE,40,-20,0,MAR_02_2024-07-10_T_3
Margin,Carmel,MAR_02,36.5612662,-121.946432,2024-07-10,3,60,9.5,5,25,NA,NA,1,0,0,0,0,0,0.2,0.8,0.6,0,0,0,0,0.2,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,102.94117647058825,8,0,1,2.9444444444444446,4.666666666666667,1.1617543641469048,2.516611478423583,1,0.8120170559881351,NA,41.5,19.5,26.97,0.219001,NA,NA,FALSE,40,-15,0,MAR_02_2024-07-10_T_3
Margin,Carmel,MAR_02,36.5612662,-121.946432,2024-07-10,3,60,9.5,5,30,NA,NA,1,0,0,0,0,0.4,0.4,0.2,0.2,0,0,0,0,0.4,0,0,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,50,1,6.666666666666667,1,3.4705882352941178,5,0.9432422182837984,1.8257418583505536,1,2.2988553639846745,NA,38,18,20.88,0.480001,0,0,FALSE,40,-10,0.13333333333333333,MAR_02_2024-07-10_T_3
Margin,Carmel,MAR_02,36.5612662,-121.946432,2024-07-10,3,60,9.5,5,35,NA,NA,1,0,0,0,0,0.6,0.4,0,0.4,0.2,0,0,0,0.2,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,130.76923076923077,8,0,2,3.166666666666667,6,1.0298573010888743,1.2909944487358056,1,0.2973645083932853,NA,50.5,22,41.7,0.124001,0,0,FALSE,40,-5,0,MAR_02_2024-07-10_T_3
Margin,Carmel,MAR_02,36.5612662,-121.946432,2024-07-10,3,60,9.5,5,40,NA,NA,1,0,0,0,0,0.2,0.8,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,45.945945945945944,7,0,3,3.3157894736842106,5,1.2042808632793345,1.2649110640673518,1,2.7073525289845843,NA,60,30,78.49,2.125001,0,0,TRUE,40,0,0,MAR_02_2024-07-10_T_3
Margin,Carmel,MAR_02,36.5612662,-121.946432,2024-07-10,3,60,9.5,5,45,NA,NA,1,0,0,0,0,0.6,0.4,0,0.2,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,2,0,0,0,0,188.88888888888889,1,16.666666666666664,1,3.666666666666667,5,1.0465362369445672,NA,1,7.610319761244938,NA,49,23.5,46.91,3.570001,0,0,TRUE,40,5,0.08823529411764705,MAR_02_2024-07-10_T_3
Margin,Carmel,MAR_02,36.5612662,-121.946432,2024-07-10,3,60,9.5,5,50,1,NA,1,0,0,0,0,0.8,0.2,0,0.2,0,0,0.2,0,0,0,0.4,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,1,0,0,0,57.4074074074074,0,51.85185185185185,0,3.8,NA,0.7745966692414834,NA,1,5.4981804374240575,NA,45,21,32.92,1.810001,0,0,TRUE,40,10,0.903225806451613,MAR_02_2024-07-10_T_3
Margin,Carmel,MAR_02,36.5612662,-121.946432,2024-07-10,3,60,9.5,5,55,1,NA,1,0,0,0,0,0.8,0.2,0,0.2,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,64.81481481481481,3,55.55555555555555,3,3.333333333333333,NA,0.9759000729485332,NA,1,4.783312586445367,NA,48.5,23,43.38,2.0750010000000003,0,0,FALSE,40,15,0.8571428571428571,MAR_02_2024-07-10_T_3
Margin,Carmel,MAR_02,36.5612662,-121.946432,2024-07-10,3,60,9.5,5,60,NA,NA,1,0,0,0,0,0.8,0.2,0,0.2,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,19.333333333333332,18.230011885167087,3,0,0,0,0,0,0,0,68.18181818181817,1,61.36363636363636,1,3.7857142857142856,5,0.892582375303981,NA,1,4.941523716699154,NA,42,22,30.78,1.5210009999999998,0,0,TRUE,40,20,0.9,MAR_02_2024-07-10_T_3
Margin,Carmel,MAR_02,36.5612662,-121.946432,2024-07-10,3,60,9.5,5,65,1,NA,1,0,0,0,0,0.8,0.2,0,0,0.2,0,0.2,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,20.333333333333332,19.2180470738661,2,0,2,0,0,0,0,0,19,1,2,1,3.375,4,0.5175491695067657,NA,1,7.873146237100428,NA,46,22.5,39.73,3.1280010000000003,0,0,TRUE,40,25,0.10526315789473684,MAR_02_2024-07-10_T_3
Margin,Carmel,MAR_02,36.5612662,-121.946432,2024-07-10,3,60,9.5,5,70,1,NA,1,0,0,0,0,0.4,0.4,0.2,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,34.857142857142854,20.95573566217271,5,0,2,4,0,0,0,0,35.22727272727273,0,31.818181818181813,0,2.7058823529411766,3.5,0.919558717697852,0.7071067811865476,1,12.824816293929716,NA,47,24,37.56,4.817001,0,0,TRUE,40,30,0.9032258064516128,MAR_02_2024-07-10_T_3
Margin,Carmel,MAR_02,36.5612662,-121.946432,2024-07-10,3,60,9.5,5,75,NA,NA,1,0,0,0,0,0.4,0.6,0,0.2,0.2,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,37.5,36.06244584051392,3,0,1,0,0,0,0,0,21,0,18,0,3.75,NA,0.5,NA,1,12.541968824940048,NA,47,26,41.7,5.230001000000001,0,0,TRUE,40,35,0.8571428571428571,MAR_02_2024-07-10_T_3
Margin,Carmel,MAR_02,36.5612662,-121.946432,2024-07-10,3,60,9.5,5,80,1,NA,1,0,0,0,0,0.4,0.6,0,0.2,0.2,0,0,0.2,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,19,12.16552506059644,0,0,0,0,0,0,NA,0,8,0,8,0,NA,NA,NA,NA,1,8.201382068965517,NA,43,22.5,36.25,2.973001,0,0,TRUE,40,40,1,MAR_02_2024-07-10_T_3
Margin,Carmel,MAR_02,36.5612662,-121.946432,2025-07-23,1,60,9.8,7.1,15,NA,NA,1,0,0,0,0,0.8,0.2,0,0.2,0.6,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,NA,NA,3.533333333333333,3.8,1.0600988273786194,1.3038404810405295,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,55,-40,NA,MAR_02_2025-07-23_T_1
Margin,Carmel,MAR_02,36.5612662,-121.946432,2025-07-23,1,60,9.8,7.1,20,NA,NA,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,NA,NA,2.625,5.5,0.6191391873668903,0.7071067811865476,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,55,-35,NA,MAR_02_2025-07-23_T_1
Margin,Carmel,MAR_02,36.5612662,-121.946432,2025-07-23,1,60,9.8,7.1,25,NA,NA,1,0,0,0,0,0.4,0.4,0.2,0.2,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,NA,NA,3.066666666666667,3.142857142857143,0.7988086367179801,1.0690449676496974,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,55,-30,NA,MAR_02_2025-07-23_T_1
Margin,Carmel,MAR_02,36.5612662,-121.946432,2025-07-23,1,60,9.8,7.1,30,NA,NA,1,0,0,0,0,0.8,0.2,0,0.6,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,NA,NA,3.2,6.411764705882353,1.0141851056742202,2.526331914293225,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,55,-25,NA,MAR_02_2025-07-23_T_1
Margin,Carmel,MAR_02,36.5612662,-121.946432,2025-07-23,1,60,9.8,7.1,35,NA,NA,1,0,0,0,0,1,0,0,0.6,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,NA,NA,2.88235294117647,3.083333333333333,0.9275204136012636,1.3113721705515065,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,55,-20,NA,MAR_02_2025-07-23_T_1
Margin,Carmel,MAR_02,36.5612662,-121.946432,2025-07-23,1,60,9.8,7.1,40,NA,NA,1,0,0,0,0,1,0,0,0,0,0.6,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,55,-15,NA,MAR_02_2025-07-23_T_1
Margin,Carmel,MAR_02,36.5612662,-121.946432,2025-07-23,1,60,9.8,7.1,45,NA,NA,1,0,0,0,0,1,0,0,0.6,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,NA,NA,2.5625,3,0.51234753829798,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,55,-10,NA,MAR_02_2025-07-23_T_1
Margin,Carmel,MAR_02,36.5612662,-121.946432,2025-07-23,1,60,9.8,7.1,50,NA,NA,1,0,0,0,0,1,0,0,0.4,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,NA,NA,3.2,3.1333333333333333,1.082325538564332,1.125462867742275,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,55,-5,NA,MAR_02_2025-07-23_T_1
Margin,Carmel,MAR_02,36.5612662,-121.946432,2025-07-23,1,60,9.8,7.1,55,1,NA,1,0,0,0,0,1,0,0,0.8,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1,0,0,0,0,NA,NA,NA,NA,3.1333333333333333,3.142857142857143,0.833809387832792,0.6900655593423543,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,55,0,NA,MAR_02_2025-07-23_T_1
Margin,Carmel,MAR_02,36.5612662,-121.946432,2025-07-23,1,60,9.8,7.1,60,NA,NA,1,0,0,0,0,1,0,0,0,0,0.2,0.2,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,NA,NA,NA,NA,3.066666666666667,NA,0.7988086367179801,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,55,5,NA,MAR_02_2025-07-23_T_1
Margin,Carmel,MAR_02,36.5612662,-121.946432,2025-07-23,1,60,9.8,7.1,65,NA,NA,0.6,0.2,0.2,0,0,1,0,0,0,0,0.4,0.4,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,32,0,11,0,0,1,0,0,0,0,NA,NA,NA,NA,3.066666666666667,NA,0.7988086367179801,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,55,10,NA,MAR_02_2025-07-23_T_1
Margin,Carmel,MAR_02,36.5612662,-121.946432,2025-07-23,1,60,9.8,7.1,70,NA,NA,0.6,0.4,0,0,0,1,0,0,0.4,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,57,0,4,1,0,0,0,0,0,0,NA,NA,NA,NA,3.7142857142857144,NA,0.9138735334633754,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,55,15,NA,MAR_02_2025-07-23_T_1
Margin,Carmel,MAR_02,36.5612662,-121.946432,2025-07-23,1,60,9.8,7.1,75,NA,NA,1,0,0,0,0,1,0,0,0,0,0,0.6,0,0,0.2,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,18,14.724129855444769,5,3,0,4,0,0,0,0,NA,NA,NA,NA,3,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,55,20,NA,MAR_02_2025-07-23_T_1
Margin,Carmel,MAR_02,36.5612662,-121.946432,2025-07-23,1,60,9.8,7.1,80,NA,NA,0.6,0.4,0,0,0,1,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,9,9.556847457887631,4,0,1,10,0,0,0,0,NA,NA,NA,NA,4,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,55,25,NA,MAR_02_2025-07-23_T_1
Margin,Carmel,MAR_02,36.5612662,-121.946432,2025-07-23,2,60,10,5.4,20,NA,NA,1,0,0,0,0,0.4,0.4,0.2,0.4,0.2,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,NA,NA,3.3125,2,1.1954775893619531,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,60,-40,NA,MAR_02_2025-07-23_T_2
Margin,Carmel,MAR_02,36.5612662,-121.946432,2025-07-23,2,60,10,5.4,25,NA,NA,1,0,0,0,0,1,0,0,0.4,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,NA,NA,3.6,2.3333333333333335,0.9856107606091624,0.5773502691896257,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,60,-35,NA,MAR_02_2025-07-23_T_2
Margin,Carmel,MAR_02,36.5612662,-121.946432,2025-07-23,2,60,10,5.4,30,NA,NA,1,0,0,0,0,0.6,0.2,0.2,0.2,0.2,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,NA,NA,2.6666666666666665,3,0.7237468644557459,0.7071067811865476,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,60,-30,NA,MAR_02_2025-07-23_T_2
Margin,Carmel,MAR_02,36.5612662,-121.946432,2025-07-23,2,60,10,5.4,35,NA,NA,1,0,0,0,0,0.6,0.4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,NA,NA,2.533333333333333,2.5,0.6399404734221844,0.7071067811865476,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,60,-25,NA,MAR_02_2025-07-23_T_2
Margin,Carmel,MAR_02,36.5612662,-121.946432,2025-07-23,2,60,10,5.4,40,NA,NA,1,0,0,0,0,0.4,0.6,0,0.4,0.4,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,NA,NA,NA,NA,2.933333333333333,4.5,0.7037315505489967,0.7071067811865476,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,60,-20,NA,MAR_02_2025-07-23_T_2
Margin,Carmel,MAR_02,36.5612662,-121.946432,2025-07-23,2,60,10,5.4,45,NA,NA,1,0,0,0,0,0.6,0.4,0,0,0.6,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,NA,NA,NA,NA,3.125,3,0.806225774829855,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,60,-15,NA,MAR_02_2025-07-23_T_2
Margin,Carmel,MAR_02,36.5612662,-121.946432,2025-07-23,2,60,10,5.4,50,NA,NA,1,0,0,0,0,0.8,0.2,0,0,0,0,0.6,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51.61290322580645,0,0,0,0,0,0,0,NA,NA,NA,NA,3.125,NA,0.6408699444616557,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,60,-10,NA,MAR_02_2025-07-23_T_2
Margin,Carmel,MAR_02,36.5612662,-121.946432,2025-07-23,2,60,10,5.4,55,1,NA,1,0,0,0,0,0.6,0.4,0,0.2,0,0.2,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,NA,NA,NA,NA,3.611111111111112,NA,0.9785276387866012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,60,-5,NA,MAR_02_2025-07-23_T_2
Margin,Carmel,MAR_02,36.5612662,-121.946432,2025-07-23,2,60,10,5.4,60,NA,NA,1,0,0,0,0,1,0,0,0,0,0,0.8,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,0,2,4,0,0,0,NA,NA,NA,NA,2.75,NA,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,60,0,NA,MAR_02_2025-07-23_T_2
Margin,Carmel,MAR_02,36.5612662,-121.946432,2025-07-23,2,60,10,5.4,65,NA,NA,1,0,0,0,0,1,0,0,0,0,0,0.8,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,1,1,0,0,0,NA,NA,NA,NA,2.6666666666666665,NA,0.5163977794943222,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,60,5,NA,MAR_02_2025-07-23_T_2
